"","X1","X2","X1_noise","X2_noise","muhat","Vhat"
"24",0,0.23,-0.0287087258926038,0.24671078084739,20.7184138947905,103.995868342737
"25",0,0.24,-0.0308824212220516,0.239855341306934,19.751156879022,87.2944269111948
"26",0,0.25,0.00710979700463972,0.240381129786391,20.8452073906405,103.548766056859
"27",0,0.26,0.0270209436918584,0.265913523992054,21.4770951017905,137.167017484508
"28",0,0.27,-0.0287087258926038,0.28671078084739,20.0318288968105,94.1524963606928
"29",0,0.28,-0.0308824212220516,0.279855341306934,20.2202850515525,106.593822978361
"30",0,0.29,0.00710979700463972,0.280381129786391,19.6784374428885,83.0719024834965
"31",0,0.3,0.0270209436918584,0.305913523992054,20.646925575245,95.5509417076355
"32",0,0.31,-0.0287087258926038,0.32671078084739,20.0541105997445,88.5542029451002
"33",0,0.32,-0.0308824212220516,0.319855341306934,19.146679918849,83.8032087280174
"34",0,0.33,0.00710979700463972,0.320381129786391,19.67431251563,80.2526261088045
"35",0,0.34,0.0270209436918584,0.345913523992054,20.716566435977,109.734282870686
"36",0,0.35,-0.0287087258926038,0.36671078084739,19.3722242294005,89.3947208792827
"37",0,0.36,-0.0308824212220516,0.359855341306934,19.5723550413645,106.851018893238
"38",0,0.37,0.00710979700463972,0.360381129786391,18.815622822172,61.2030925654736
"39",0,0.38,0.0270209436918584,0.385913523992054,19.1978125389515,75.550338191827
"40",0,0.39,-0.0287087258926038,0.40671078084739,19.581383895641,92.6107977032728
"41",0,0.4,-0.0308824212220516,0.399855341306934,18.8012625298705,63.6735593488669
"42",0,0.41,0.00710979700463972,0.400381129786391,19.709063400147,87.6040090044349
"43",0,0.42,0.0270209436918584,0.425913523992054,18.6176310745795,72.5959364391229
"44",0,0.43,-0.0287087258926038,0.44671078084739,19.329560941317,106.906301600197
"45",0,0.44,-0.0308824212220516,0.439855341306934,18.478294904185,66.832793311536
"46",0,0.45,0.00710979700463972,0.440381129786391,18.646878861391,59.9268035370064
"47",0,0.46,0.0270209436918584,0.465913523992054,19.8702635508005,76.2155972969143
"48",0,0.47,-0.0287087258926038,0.48671078084739,19.200645833708,104.565119603877
"49",0,0.48,-0.0308824212220516,0.479855341306934,18.7160195281735,99.3818507978677
"50",0,0.49,0.00710979700463972,0.480381129786391,18.940781458396,64.5974065191419
"51",0,0.5,0.0270209436918584,0.505913523992054,18.302602586648,76.6527464502292
"52",0,0.51,-0.0287087258926038,0.52671078084739,18.483062689845,73.7740585815769
"53",0,0.52,-0.0308824212220516,0.519855341306934,19.7040226044575,110.954876281204
"54",0,0.53,0.00710979700463972,0.520381129786391,19.0942680042245,86.3721042556561
"55",0,0.54,0.0270209436918584,0.545913523992054,19.103311937797,73.5000741364617
"56",0,0.55,-0.0287087258926038,0.56671078084739,17.1379076595655,62.7022502339918
"57",0,0.56,-0.0308824212220516,0.559855341306934,18.278585965464,61.0889428630885
"58",0,0.57,0.00710979700463972,0.560381129786391,18.4979329671,62.0971598707925
"59",0,0.58,0.0270209436918584,0.585913523992054,17.80698136353,74.2285320825208
"60",0,0.59,-0.0287087258926038,0.60671078084739,19.5341059121095,102.665502411592
"61",0,0.6,-0.0308824212220516,0.599855341306934,18.4315231047355,90.4240646959902
"62",0,0.61,0.00710979700463972,0.600381129786391,18.109077684645,64.3699222545505
"63",0,0.62,0.0270209436918584,0.625913523992054,17.9727127129845,56.1654949983091
"64",0,0.63,-0.0287087258926038,0.64671078084739,17.6828470691205,59.1999667362563
"65",0,0.64,-0.0308824212220516,0.639855341306934,17.361213656545,72.7327408295646
"66",0,0.65,0.00710979700463972,0.640381129786391,16.3792312008505,50.6320175200837
"67",0,0.66,0.0270209436918584,0.665913523992054,18.209271000162,83.2329914504128
"68",0,0.67,-0.0287087258926038,0.68671078084739,16.623573929493,59.3671483545921
"69",0,0.68,-0.0308824212220516,0.679855341306934,16.4440130569465,46.8669378595842
"70",0,0.69,0.00710979700463972,0.680381129786391,17.195861331644,70.9595360932034
"71",0,0.7,0.0270209436918584,0.705913523992054,16.8124802670405,57.3051632585144
"72",0,0.71,-0.0287087258926038,0.72671078084739,17.512440327532,62.130116388603
"73",0,0.72,-0.0308824212220516,0.719855341306934,16.491974647273,51.1875833988327
"74",0,0.73,0.00710979700463972,0.720381129786391,16.383295804782,58.7620481976115
"75",0,0.74,0.0270209436918584,0.745913523992054,16.942514543052,60.4238591415271
"76",0,0.75,-0.0287087258926038,0.76671078084739,16.2701624439145,45.369818203494
"77",0,0.76,-0.0308824212220516,0.759855341306934,16.1825951617765,49.0287612975969
"78",0,0.77,0.00710979700463972,0.760381129786391,15.7659724088035,55.730662372156
"79",0,0.78,0.0270209436918584,0.785913523992054,15.0789624932075,47.9801779265681
"80",0,0.79,-0.0287087258926038,0.80671078084739,14.920019989742,47.564525861571
"81",0,0.8,-0.0308824212220516,0.799855341306934,14.438124719399,30.4806585334512
"82",0,0.81,0.00710979700463972,0.800381129786391,14.4619112642435,48.3579966307397
"83",0,0.82,0.0270209436918584,0.825913523992054,13.9266221414945,38.5497069462873
"84",0,0.83,-0.0287087258926038,0.84671078084739,14.294251371031,34.1834033515303
"85",0,0.84,-0.0308824212220516,0.839855341306934,13.440264083592,41.8155194893243
"86",0,0.85,0.00710979700463972,0.840381129786391,13.3575263710665,27.8602726422332
"87",0,0.86,0.0270209436918584,0.865913523992054,13.011366434395,27.9851157783195
"88",0,0.87,-0.0287087258926038,0.88671078084739,12.376113963409,35.0562699459853
"89",0,0.88,-0.0308824212220516,0.879855341306934,12.7262990608535,33.0479857036398
"90",0,0.89,0.00710979700463972,0.880381129786391,12.178869321325,25.5591936195768
"91",0,0.9,0.0270209436918584,0.905913523992054,11.9656255686335,22.8242432478603
"92",0,0.91,-0.0287087258926038,0.92671078084739,10.493218282826,20.2811722230889
"93",0,0.92,-0.0308824212220516,0.919855341306934,10.57059600712,16.2178629594047
"94",0,0.93,0.00710979700463972,0.920381129786391,10.338071467217,23.5288936773315
"95",0,0.94,0.0270209436918584,0.945913523992054,9.181705933075,14.4696226950298
"96",0,0.95,-0.0287087258926038,0.96671078084739,9.218630334561,16.3245753144016
"97",0,0.96,-0.0308824212220516,0.959855341306934,7.851959770485,8.25830738681839
"98",0,0.97,0.00710979700463972,0.960381129786391,6.962313151878,5.78147695739074
"99",0,0.98,0.0270209436918584,0.985913523992054,6.1673379486775,3.86965315060599
"100",0,0.99,-0.0287087258926038,1.00671078084739,4.8557824458785,1.72265593330379
"101",0.01,0,-0.0208824212220516,-0.000144658693066387,20.154638416544,81.9937708737003
"102",0.01,0.01,0.0171097970046397,0.000381129786391057,20.5557514615815,94.6364582223641
"103",0.01,0.02,0.0370209436918584,0.0259135239920537,20.8281805276795,117.999902280314
"104",0.01,0.03,-0.0187087258926038,0.0467107808473896,20.671232840966,97.7772356995294
"105",0.01,0.04,-0.0208824212220516,0.0398553413069336,20.6210352145335,123.29948871959
"106",0.01,0.05,0.0171097970046397,0.0403811297863911,21.831193501504,137.374985526564
"107",0.01,0.06,0.0370209436918584,0.0659135239920537,20.711487204671,99.6516163868021
"108",0.01,0.07,-0.0187087258926038,0.0867107808473896,19.8886444529755,86.1856961085544
"109",0.01,0.08,-0.0208824212220516,0.0798553413069336,21.008994186957,98.0096581962664
"110",0.01,0.09,0.0171097970046397,0.0803811297863911,21.7653813717085,138.716676698673
"111",0.01,0.1,0.0370209436918584,0.105913523992054,20.935313932568,96.4818296132103
"112",0.01,0.11,-0.0187087258926038,0.12671078084739,20.524683683754,109.176884803783
"113",0.01,0.12,-0.0208824212220516,0.119855341306934,20.4474893785045,104.061076241298
"114",0.01,0.13,0.0171097970046397,0.120381129786391,20.6910918082725,89.8038716944835
"115",0.01,0.14,0.0370209436918584,0.145913523992054,21.211254470431,133.646331336495
"116",0.01,0.15,-0.0187087258926038,0.16671078084739,20.9810644042725,102.518305487612
"117",0.01,0.16,-0.0208824212220516,0.159855341306934,19.555295880095,76.6153391270128
"118",0.01,0.17,0.0171097970046397,0.160381129786391,19.6204765116135,99.8632481523483
"119",0.01,0.18,0.0370209436918584,0.185913523992054,20.276239334356,115.108285161529
"120",0.01,0.19,-0.0187087258926038,0.20671078084739,20.389172906917,96.5148849348301
"121",0.01,0.2,-0.0208824212220516,0.199855341306934,21.2724882782275,103.30032037225
"122",0.01,0.21,0.0171097970046397,0.200381129786391,21.513134788234,160.86598253454
"123",0.01,0.22,0.0370209436918584,0.225913523992054,20.4094547532585,105.105653103984
"124",0.01,0.23,-0.0187087258926038,0.24671078084739,19.8354425711635,85.8971333369367
"125",0.01,0.24,-0.0208824212220516,0.239855341306934,19.812432892369,70.6471130733221
"126",0.01,0.25,0.0171097970046397,0.240381129786391,19.85339705818,129.210788444198
"127",0.01,0.26,0.0370209436918584,0.265913523992054,20.8720612078845,96.2827054407795
"128",0.01,0.27,-0.0187087258926038,0.28671078084739,20.7653348242565,102.896704643082
"129",0.01,0.28,-0.0208824212220516,0.279855341306934,20.435995123217,108.546822104151
"130",0.01,0.29,0.0171097970046397,0.280381129786391,19.875059633694,81.3643990902343
"131",0.01,0.3,0.0370209436918584,0.305913523992054,19.6039801132205,91.1970987470879
"132",0.01,0.31,-0.0187087258926038,0.32671078084739,19.962330891614,103.841465612149
"133",0.01,0.32,-0.0208824212220516,0.319855341306934,19.8748164792525,90.1253574142894
"134",0.01,0.33,0.0171097970046397,0.320381129786391,19.2709427441145,114.672297362928
"135",0.01,0.34,0.0370209436918584,0.345913523992054,20.8032828876835,122.547610609165
"136",0.01,0.35,-0.0187087258926038,0.36671078084739,19.535595080523,98.8989372394515
"137",0.01,0.36,-0.0208824212220516,0.359855341306934,19.8748422294605,94.9866935292764
"138",0.01,0.37,0.0171097970046397,0.360381129786391,20.1968946993265,80.6752170879062
"139",0.01,0.38,0.0370209436918584,0.385913523992054,20.5305849653475,100.455171040659
"140",0.01,0.39,-0.0187087258926038,0.40671078084739,19.8868546230665,77.475203352121
"141",0.01,0.4,-0.0208824212220516,0.399855341306934,20.429339811489,95.5508764312182
"142",0.01,0.41,0.0171097970046397,0.400381129786391,19.4839086776325,76.6896818806203
"143",0.01,0.42,0.0370209436918584,0.425913523992054,18.455994328372,77.4788822679962
"144",0.01,0.43,-0.0187087258926038,0.44671078084739,19.5768434373875,80.1426857241956
"145",0.01,0.44,-0.0208824212220516,0.439855341306934,20.4100018100085,99.2101054114884
"146",0.01,0.45,0.0171097970046397,0.440381129786391,18.8712460468725,74.278900391939
"147",0.01,0.46,0.0370209436918584,0.465913523992054,19.973363555253,96.058652552022
"148",0.01,0.47,-0.0187087258926038,0.48671078084739,18.291096313667,83.3811825014604
"149",0.01,0.48,-0.0208824212220516,0.479855341306934,18.4372876498135,66.9854756437324
"150",0.01,0.49,0.0171097970046397,0.480381129786391,19.635165155985,90.0867364637354
"151",0.01,0.5,0.0370209436918584,0.505913523992054,19.0714634829825,88.186066447148
"152",0.01,0.51,-0.0187087258926038,0.52671078084739,18.7005972247815,84.9626304497352
"153",0.01,0.52,-0.0208824212220516,0.519855341306934,18.2581223270265,80.3587315079847
"154",0.01,0.53,0.0171097970046397,0.520381129786391,18.725059876233,91.1996299536818
"155",0.01,0.54,0.0370209436918584,0.545913523992054,18.0315786671745,64.1994446474054
"156",0.01,0.55,-0.0187087258926038,0.56671078084739,19.7183647202565,96.1027949698275
"157",0.01,0.56,-0.0208824212220516,0.559855341306934,18.383199811826,81.0285115188049
"158",0.01,0.57,0.0171097970046397,0.560381129786391,18.496569471635,64.7617034733357
"159",0.01,0.58,0.0370209436918584,0.585913523992054,19.0488125581795,82.0113226397446
"160",0.01,0.59,-0.0187087258926038,0.60671078084739,18.803632952185,69.4524996554405
"161",0.01,0.6,-0.0208824212220516,0.599855341306934,18.206609176005,70.644891322571
"162",0.01,0.61,0.0171097970046397,0.600381129786391,18.4936845704985,78.9054040993209
"163",0.01,0.62,0.0370209436918584,0.625913523992054,17.6622972739,73.1889529409074
"164",0.01,0.63,-0.0187087258926038,0.64671078084739,17.708963987738,68.0419344172928
"165",0.01,0.64,-0.0208824212220516,0.639855341306934,17.513180713905,74.2551540608018
"166",0.01,0.65,0.0171097970046397,0.640381129786391,17.9475371901395,65.4619943148974
"167",0.01,0.66,0.0370209436918584,0.665913523992054,17.2404374683915,51.5820198759912
"168",0.01,0.67,-0.0187087258926038,0.68671078084739,17.034667366682,75.6982695759052
"169",0.01,0.68,-0.0208824212220516,0.679855341306934,18.1379392818975,70.7738440436018
"170",0.01,0.69,0.0171097970046397,0.680381129786391,17.2837352819015,74.4421504872719
"171",0.01,0.7,0.0370209436918584,0.705913523992054,17.755394771499,79.8547121339491
"172",0.01,0.71,-0.0187087258926038,0.72671078084739,16.6935904185845,64.1516111552031
"173",0.01,0.72,-0.0208824212220516,0.719855341306934,16.6681689833475,62.4697150561654
"174",0.01,0.73,0.0171097970046397,0.720381129786391,16.1892199330905,53.6636532794623
"175",0.01,0.74,0.0370209436918584,0.745913523992054,15.5941268583025,41.8226674920551
"176",0.01,0.75,-0.0187087258926038,0.76671078084739,15.6068534835295,42.6608040818146
"177",0.01,0.76,-0.0208824212220516,0.759855341306934,15.8984442164925,44.3173229724262
"178",0.01,0.77,0.0171097970046397,0.760381129786391,15.3031162957635,43.4161097294205
"179",0.01,0.78,0.0370209436918584,0.785913523992054,14.691625472703,38.1571394514039
"180",0.01,0.79,-0.0187087258926038,0.80671078084739,15.346832138961,47.1206576706433
"181",0.01,0.8,-0.0208824212220516,0.799855341306934,15.754997347389,56.6857173156764
"182",0.01,0.81,0.0171097970046397,0.800381129786391,15.500087441384,60.3997868783288
"183",0.01,0.82,0.0370209436918584,0.825913523992054,15.0052328718775,43.2505911575293
"184",0.01,0.83,-0.0187087258926038,0.84671078084739,15.2312176630675,46.5206298890609
"185",0.01,0.84,-0.0208824212220516,0.839855341306934,14.3494985456475,36.2574327423846
"186",0.01,0.85,0.0171097970046397,0.840381129786391,13.6942441390825,28.8347620269186
"187",0.01,0.86,0.0370209436918584,0.865913523992054,12.799580651963,27.3418625134917
"188",0.01,0.87,-0.0187087258926038,0.88671078084739,13.301911915264,41.4673238833412
"189",0.01,0.88,-0.0208824212220516,0.879855341306934,12.0941278146715,31.2019727081363
"190",0.01,0.89,0.0171097970046397,0.880381129786391,11.70113159927,25.1882288765953
"191",0.01,0.9,0.0370209436918584,0.905913523992054,11.24987799112,15.7706127236448
"192",0.01,0.91,-0.0187087258926038,0.92671078084739,10.8678380192625,20.5283941713503
"193",0.01,0.92,-0.0208824212220516,0.919855341306934,10.314427943799,16.4621157345834
"194",0.01,0.93,0.0171097970046397,0.920381129786391,9.891268118842,12.8665010891285
"195",0.01,0.94,0.0370209436918584,0.945913523992054,9.4293751305985,12.4964002412927
"196",0.01,0.95,-0.0187087258926038,0.96671078084739,8.6590298057795,12.509384861406
"197",0.01,0.96,-0.0208824212220516,0.959855341306934,8.387891206055,9.96288590992086
"198",0.01,0.97,0.0171097970046397,0.960381129786391,6.96510928446,4.71910569092509
"199",0.01,0.98,0.0370209436918584,0.985913523992054,6.0090550294895,4.15141445198869
"200",0.01,0.99,-0.0187087258926038,1.00671078084739,4.7497971762955,1.73993813022738
"201",0.02,0,-0.0108824212220516,-0.000144658693066387,21.9655015591305,124.753278142867
"202",0.02,0.01,0.0271097970046397,0.000381129786391057,21.651038165507,87.8363160963279
"203",0.02,0.02,0.0470209436918584,0.0259135239920537,22.134859409646,122.119488575836
"204",0.02,0.03,-0.00870872589260379,0.0467107808473896,20.7953345518315,86.6823999174863
"205",0.02,0.04,-0.0108824212220516,0.0398553413069336,20.6654373569195,114.453407709008
"206",0.02,0.05,0.0271097970046397,0.0403811297863911,21.1782124121315,112.677131212619
"207",0.02,0.06,0.0470209436918584,0.0659135239920537,20.8401420180715,93.072523757434
"208",0.02,0.07,-0.00870872589260379,0.0867107808473896,20.417604933579,98.1799544706112
"209",0.02,0.08,-0.0108824212220516,0.0798553413069336,19.925716144449,92.1919088898167
"210",0.02,0.09,0.0271097970046397,0.0803811297863911,21.309558584584,117.484665206363
"211",0.02,0.1,0.0470209436918584,0.105913523992054,20.781275560849,93.7126206989614
"212",0.02,0.11,-0.00870872589260379,0.12671078084739,21.069800915024,97.5328184012148
"213",0.02,0.12,-0.0108824212220516,0.119855341306934,19.6962489099425,95.1503066655558
"214",0.02,0.13,0.0271097970046397,0.120381129786391,21.6314515810225,122.246938088416
"215",0.02,0.14,0.0470209436918584,0.145913523992054,21.2714062649485,94.5814431665894
"216",0.02,0.15,-0.00870872589260379,0.16671078084739,22.032246798629,117.09229386
"217",0.02,0.16,-0.0108824212220516,0.159855341306934,20.796683625546,112.766453627633
"218",0.02,0.17,0.0271097970046397,0.160381129786391,20.255931880515,92.752031232285
"219",0.02,0.18,0.0470209436918584,0.185913523992054,20.7548377222955,100.013462449632
"220",0.02,0.19,-0.00870872589260379,0.20671078084739,20.568650876128,85.5229940217891
"221",0.02,0.2,-0.0108824212220516,0.199855341306934,20.4560648745315,88.9965753914171
"222",0.02,0.21,0.0271097970046397,0.200381129786391,21.000741429608,124.289801700603
"223",0.02,0.22,0.0470209436918584,0.225913523992054,21.239561458304,131.005004793191
"224",0.02,0.23,-0.00870872589260379,0.24671078084739,21.086182231541,101.329591614011
"225",0.02,0.24,-0.0108824212220516,0.239855341306934,21.250516544826,90.4849831890226
"226",0.02,0.25,0.0271097970046397,0.240381129786391,20.097815901602,88.6772164464013
"227",0.02,0.26,0.0470209436918584,0.265913523992054,21.108273852342,107.969670688357
"228",0.02,0.27,-0.00870872589260379,0.28671078084739,21.737066740409,117.141716969178
"229",0.02,0.28,-0.0108824212220516,0.279855341306934,21.421415325747,109.281114692254
"230",0.02,0.29,0.0271097970046397,0.280381129786391,21.1244596684315,98.2563491674586
"231",0.02,0.3,0.0470209436918584,0.305913523992054,20.311974058214,97.4013480391545
"232",0.02,0.31,-0.00870872589260379,0.32671078084739,19.1363069919055,71.1611760922767
"233",0.02,0.32,-0.0108824212220516,0.319855341306934,19.9980857405335,111.621538087377
"234",0.02,0.33,0.0271097970046397,0.320381129786391,19.4406671771515,71.426804160584
"235",0.02,0.34,0.0470209436918584,0.345913523992054,21.336914948513,109.01295138032
"236",0.02,0.35,-0.00870872589260379,0.36671078084739,20.4234602412325,98.5492546515577
"237",0.02,0.36,-0.0108824212220516,0.359855341306934,19.994466956898,84.9875347688177
"238",0.02,0.37,0.0271097970046397,0.360381129786391,20.3555425614925,86.9122764528219
"239",0.02,0.38,0.0470209436918584,0.385913523992054,21.4316673095815,139.400371837347
"240",0.02,0.39,-0.00870872589260379,0.40671078084739,19.0742993360955,86.160245337584
"241",0.02,0.4,-0.0108824212220516,0.399855341306934,21.384071159326,112.819440121438
"242",0.02,0.41,0.0271097970046397,0.400381129786391,20.062410063823,80.8091643363932
"243",0.02,0.42,0.0470209436918584,0.425913523992054,20.0821087747005,101.610706032004
"244",0.02,0.43,-0.00870872589260379,0.44671078084739,18.9675617912685,75.5498197151269
"245",0.02,0.44,-0.0108824212220516,0.439855341306934,19.750945767359,90.5130872240301
"246",0.02,0.45,0.0271097970046397,0.440381129786391,19.899455574483,117.731753581219
"247",0.02,0.46,0.0470209436918584,0.465913523992054,19.7310166884415,76.8997309659442
"248",0.02,0.47,-0.00870872589260379,0.48671078084739,19.134931751907,71.5240161723863
"249",0.02,0.48,-0.0108824212220516,0.479855341306934,19.0340218956305,74.6085983271052
"250",0.02,0.49,0.0271097970046397,0.480381129786391,18.537079102687,71.5720159568968
"251",0.02,0.5,0.0470209436918584,0.505913523992054,18.9627110203945,81.392904181506
"252",0.02,0.51,-0.00870872589260379,0.52671078084739,20.029414141655,84.0822370993586
"253",0.02,0.52,-0.0108824212220516,0.519855341306934,20.5197660338,134.250538432182
"254",0.02,0.53,0.0271097970046397,0.520381129786391,20.4978606994385,113.085552681758
"255",0.02,0.54,0.0470209436918584,0.545913523992054,19.404658901032,77.6762227884118
"256",0.02,0.55,-0.00870872589260379,0.56671078084739,18.674320780365,68.561899798386
"257",0.02,0.56,-0.0108824212220516,0.559855341306934,18.557186819333,70.5554864850773
"258",0.02,0.57,0.0271097970046397,0.560381129786391,18.632567654455,97.9767261586529
"259",0.02,0.58,0.0470209436918584,0.585913523992054,18.8737512344395,59.5015812775223
"260",0.02,0.59,-0.00870872589260379,0.60671078084739,19.687692550149,74.1929630658244
"261",0.02,0.6,-0.0108824212220516,0.599855341306934,19.727596850128,88.6653377379332
"262",0.02,0.61,0.0271097970046397,0.600381129786391,18.970061267175,82.6845020787187
"263",0.02,0.62,0.0470209436918584,0.625913523992054,19.159930078329,80.6272098739205
"264",0.02,0.63,-0.00870872589260379,0.64671078084739,19.7673801795775,91.5872920514882
"265",0.02,0.64,-0.0108824212220516,0.639855341306934,18.4784069101985,74.4376133549639
"266",0.02,0.65,0.0271097970046397,0.640381129786391,18.254247718369,70.8370622002167
"267",0.02,0.66,0.0470209436918584,0.665913523992054,17.7059300633635,65.6849702976998
"268",0.02,0.67,-0.00870872589260379,0.68671078084739,17.3081651563075,58.458442192947
"269",0.02,0.68,-0.0108824212220516,0.679855341306934,18.003871294842,87.3115085634903
"270",0.02,0.69,0.0271097970046397,0.680381129786391,16.909722924931,62.9735623408315
"271",0.02,0.7,0.0470209436918584,0.705913523992054,18.3743896103825,90.6235997471812
"272",0.02,0.71,-0.00870872589260379,0.72671078084739,16.263832344948,48.8865400243011
"273",0.02,0.72,-0.0108824212220516,0.719855341306934,16.635135987687,61.8279067802003
"274",0.02,0.73,0.0271097970046397,0.720381129786391,16.7293581168485,53.0654938092479
"275",0.02,0.74,0.0470209436918584,0.745913523992054,16.4266255454365,57.3271255488426
"276",0.02,0.75,-0.00870872589260379,0.76671078084739,15.8902857725985,53.9231717029122
"277",0.02,0.76,-0.0108824212220516,0.759855341306934,15.9653002618455,47.596156315408
"278",0.02,0.77,0.0271097970046397,0.760381129786391,15.5516237615325,42.1810953113924
"279",0.02,0.78,0.0470209436918584,0.785913523992054,15.2335240380235,53.3782471834653
"280",0.02,0.79,-0.00870872589260379,0.80671078084739,16.8757874975645,72.4158441015019
"281",0.02,0.8,-0.0108824212220516,0.799855341306934,15.382204495789,47.142827412787
"282",0.02,0.81,0.0271097970046397,0.800381129786391,14.647563488246,39.9587555591289
"283",0.02,0.82,0.0470209436918584,0.825913523992054,14.1924465133155,38.2200738751291
"284",0.02,0.83,-0.00870872589260379,0.84671078084739,14.494192709228,54.4822974274983
"285",0.02,0.84,-0.0108824212220516,0.839855341306934,14.247866826354,44.8458602304943
"286",0.02,0.85,0.0271097970046397,0.840381129786391,14.9238656334,49.9496492087487
"287",0.02,0.86,0.0470209436918584,0.865913523992054,13.179611597913,30.7636204917362
"288",0.02,0.87,-0.00870872589260379,0.88671078084739,13.701841520248,42.1553082725762
"289",0.02,0.88,-0.0108824212220516,0.879855341306934,12.530322318735,31.523117521661
"290",0.02,0.89,0.0271097970046397,0.880381129786391,12.194976571185,25.5449146825035
"291",0.02,0.9,0.0470209436918584,0.905913523992054,12.1807851078455,22.0037318698945
"292",0.02,0.91,-0.00870872589260379,0.92671078084739,10.7086929685125,18.3493360757581
"293",0.02,0.92,-0.0108824212220516,0.919855341306934,11.0189765418285,28.9031355597194
"294",0.02,0.93,0.0271097970046397,0.920381129786391,9.7175509030095,13.0245183540994
"295",0.02,0.94,0.0470209436918584,0.945913523992054,9.5738038004335,12.6722968549327
"296",0.02,0.95,-0.00870872589260379,0.96671078084739,8.70199904136,8.59262748101377
"297",0.02,0.96,-0.0108824212220516,0.959855341306934,7.86685533383,7.12219184018842
"298",0.02,0.97,0.0271097970046397,0.960381129786391,7.424635062721,7.24762436442299
"299",0.02,0.98,0.0470209436918584,0.985913523992054,6.193211971232,4.77351730171437
"300",0.02,0.99,-0.00870872589260379,1.00671078084739,4.9822563964915,2.44554823573475
"301",0.03,0,-0.000882421222051569,-0.000144658693066387,20.922368830255,94.3564957281896
"302",0.03,0.01,0.0371097970046397,0.000381129786391057,22.4611308879095,129.931572048971
"303",0.03,0.02,0.0570209436918584,0.0259135239920537,22.110730528681,127.975393593792
"304",0.03,0.03,0.00129127410739621,0.0467107808473896,21.978480131552,114.988576197425
"305",0.03,0.04,-0.000882421222051569,0.0398553413069336,22.28162320201,107.096941093779
"306",0.03,0.05,0.0371097970046397,0.0403811297863911,22.791102701285,133.653290199439
"307",0.03,0.06,0.0570209436918584,0.0659135239920537,23.654740124694,162.81770948483
"308",0.03,0.07,0.00129127410739621,0.0867107808473896,21.1094801552745,96.3466139935826
"309",0.03,0.08,-0.000882421222051569,0.0798553413069336,20.8080029896475,96.3235617769409
"310",0.03,0.09,0.0371097970046397,0.0803811297863911,21.3347784269575,111.558987748726
"311",0.03,0.1,0.0570209436918584,0.105913523992054,21.4861724486855,101.453351270449
"312",0.03,0.11,0.00129127410739621,0.12671078084739,21.453735965792,111.052850605573
"313",0.03,0.12,-0.000882421222051569,0.119855341306934,21.352493763836,112.697044561876
"314",0.03,0.13,0.0371097970046397,0.120381129786391,22.464012357489,141.775133879146
"315",0.03,0.14,0.0570209436918584,0.145913523992054,21.9656655642095,104.083025600493
"316",0.03,0.15,0.00129127410739621,0.16671078084739,22.6678699347735,130.859460055641
"317",0.03,0.16,-0.000882421222051569,0.159855341306934,20.135949882182,77.4854771133884
"318",0.03,0.17,0.0371097970046397,0.160381129786391,21.590059798946,100.729835189536
"319",0.03,0.18,0.0570209436918584,0.185913523992054,24.2035725786315,154.325087341681
"320",0.03,0.19,0.00129127410739621,0.20671078084739,22.1957006973315,126.35243444066
"321",0.03,0.2,-0.000882421222051569,0.199855341306934,21.7173622911055,103.863686353476
"322",0.03,0.21,0.0371097970046397,0.200381129786391,21.5180990812995,130.259211303436
"323",0.03,0.22,0.0570209436918584,0.225913523992054,21.1413562498515,121.261557653352
