class,cap.diameter,cap.shape,cap.surface,cap.color,does.bruise.or.bleed,gill.attachment,gill.spacing,gill.color,stem.height,stem.width,stem.root,stem.surface,stem.color,veil.type,veil.color,has.ring,ring.type,spore.print.color,habitat,season
poisonous,111.7,convex,shiny,orange,f,e,,w,164.4,16.12,s,y,w,u,w,t,g,,Woods,Autumn
poisonous,137.4,convex,grooves,red,f,e,,w,167,15.79,s,y,w,u,w,t,g,,Woods,Summer
poisonous,146.2,flat,shiny,red,f,e,,w,160.7,17.02,s,y,w,u,w,t,p,,Woods,Autumn
poisonous,131.4,flat,shiny,orange,f,e,,w,169.9,18.05,s,y,w,u,w,t,p,,Woods,Winter
poisonous,155.3,convex,grooves,orange,f,e,,w,180.6,17.37,s,y,w,u,w,t,p,,Woods,Winter
poisonous,170.8,convex,shiny,orange,f,e,,w,177.9,18.79,s,y,w,u,w,t,g,,Woods,Autumn
poisonous,170.9,convex,grooves,orange,f,e,,w,191.9,18.89,s,y,w,u,w,t,p,,Woods,Summer
poisonous,153.1,convex,grooves,orange,f,e,,w,161.9,17.04,s,y,w,u,w,t,p,,Woods,Winter
poisonous,161.1,flat,shiny,red,f,e,,w,179.1,17.88,s,y,w,u,w,t,p,,Woods,Summer
poisonous,149.6,convex,grooves,orange,f,e,,w,179.2,17.51,s,y,w,u,w,t,g,,Woods,Autumn
poisonous,161.2,convex,grooves,red,f,e,,w,179.8,16.93,s,y,w,u,w,t,p,,Woods,Summer
poisonous,141.9,flat,grooves,orange,f,e,,w,178.3,18.3,s,y,w,u,w,t,p,,Woods,Winter
poisonous,156.7,convex,grooves,orange,f,e,,w,192.5,19.52,s,y,w,u,w,t,p,,Woods,Winter
poisonous,113.5,convex,shiny,red,f,e,,w,169.6,15.39,s,y,w,u,w,t,p,,Woods,Autumn
poisonous,145.2,convex,grooves,orange,f,e,,w,170.4,17.57,s,y,w,u,w,t,p,,Woods,Summer
poisonous,144.1,flat,shiny,orange,f,e,,w,171,16.96,s,y,w,u,w,t,g,,Woods,Autumn
poisonous,163,flat,shiny,red,f,e,,w,182.5,16.66,s,y,w,u,w,t,p,,Woods,Winter
poisonous,133.6,convex,grooves,orange,f,e,,w,172.6,17.08,s,y,w,u,w,t,p,,Woods,Summer
poisonous,142.9,convex,shiny,orange,f,e,,w,178.7,18,s,y,w,u,w,t,g,,Woods,Summer
poisonous,122.9,convex,grooves,orange,f,e,,w,168.4,16.26,s,y,w,u,w,t,p,,Woods,Summer
poisonous,136.6,flat,shiny,orange,f,e,,w,177.3,17.29,s,y,w,u,w,t,g,,Woods,Winter
poisonous,145.1,flat,shiny,red,f,e,,w,167,15.98,s,y,w,u,w,t,p,,Woods,Summer
poisonous,145.5,flat,shiny,red,f,e,,w,169.4,17.9,s,y,w,u,w,t,p,,Woods,Winter
poisonous,149.7,flat,grooves,red,f,e,,w,184.5,17.51,s,y,w,u,w,t,g,,Woods,Summer
poisonous,130.6,convex,shiny,orange,f,e,,w,157.2,16.19,s,y,w,u,w,t,g,,Woods,Winter
poisonous,128.5,convex,grooves,orange,f,e,,w,173.5,16.64,s,y,w,u,w,t,g,,Woods,Summer
poisonous,140,flat,shiny,red,f,e,,w,165.7,16.04,s,y,w,u,w,t,p,,Woods,Winter
poisonous,139.3,flat,shiny,red,f,e,,w,166.5,16.86,s,y,w,u,w,t,p,,Woods,Winter
poisonous,179.1,flat,grooves,orange,f,e,,w,176.3,18.15,s,y,w,u,w,t,p,,Woods,Winter
poisonous,144.3,flat,grooves,red,f,e,,w,174.1,18.24,s,y,w,u,w,t,g,,Woods,Summer
poisonous,134.3,flat,grooves,red,f,e,,w,161.3,16.25,s,y,w,u,w,t,p,,Woods,Winter
poisonous,130.4,flat,shiny,orange,f,e,,w,179.9,17.49,s,y,w,u,w,t,g,,Woods,Autumn
poisonous,171,convex,grooves,red,f,e,,w,189.6,18.94,s,y,w,u,w,t,g,,Woods,Winter
poisonous,150.7,flat,shiny,red,f,e,,w,183.3,18.88,s,y,w,u,w,t,g,,Woods,Winter
poisonous,150.3,flat,shiny,red,f,e,,w,188.1,18.36,s,y,w,u,w,t,p,,Woods,Winter
poisonous,163.7,flat,shiny,red,f,e,,w,179.6,18.69,s,y,w,u,w,t,p,,Woods,Autumn
poisonous,110.2,flat,grooves,orange,f,e,,w,159.8,16.02,s,y,w,u,w,t,g,,Woods,Summer
poisonous,176.1,flat,grooves,red,f,e,,w,183.5,17.91,s,y,w,u,w,t,g,,Woods,Summer
poisonous,175.4,flat,shiny,orange,f,e,,w,182,17.76,s,y,w,u,w,t,g,,Woods,Winter
poisonous,167.7,convex,shiny,orange,f,e,,w,180.2,19.96,s,y,w,u,w,t,p,,Woods,Autumn
poisonous,162.1,flat,shiny,orange,f,e,,w,172.9,17.29,s,y,w,u,w,t,p,,Woods,Autumn
poisonous,149.4,convex,grooves,red,f,e,,w,175,18.26,s,y,w,u,w,t,g,,Woods,Autumn
poisonous,147.4,flat,shiny,orange,f,e,,w,184.2,18.5,s,y,w,u,w,t,g,,Woods,Winter
poisonous,159.7,convex,shiny,orange,f,e,,w,164.2,16.89,s,y,w,u,w,t,g,,Woods,Summer
poisonous,135.6,convex,grooves,red,f,e,,w,173,17.96,s,y,w,u,w,t,g,,Woods,Summer
poisonous,151.3,convex,shiny,red,f,e,,w,187.5,18.33,s,y,w,u,w,t,p,,Woods,Summer
poisonous,154.2,flat,grooves,orange,f,e,,w,183.4,18.24,s,y,w,u,w,t,g,,Woods,Summer
poisonous,134.9,convex,grooves,orange,f,e,,w,176,17.44,s,y,w,u,w,t,g,,Woods,Autumn
poisonous,157.1,flat,shiny,red,f,e,,w,179.1,18.23,s,y,w,u,w,t,p,,Woods,Autumn
poisonous,149.6,flat,grooves,red,f,e,,w,179.6,17.37,s,y,w,u,w,t,p,,Woods,Summer
poisonous,153.4,flat,shiny,orange,f,e,,w,177.4,18.62,s,y,w,u,w,t,p,,Woods,Winter
poisonous,122.6,convex,grooves,orange,f,e,,w,181.4,17.58,s,y,w,u,w,t,p,,Woods,Autumn
poisonous,134.6,flat,grooves,orange,f,e,,w,169.2,15.3,s,y,w,u,w,t,p,,Woods,Winter
poisonous,165.9,flat,grooves,orange,f,e,,w,189.3,18.51,s,y,w,u,w,t,p,,Woods,Summer
poisonous,149.8,convex,grooves,red,f,e,,w,173.5,17.7,s,y,w,u,w,t,p,,Woods,Autumn
poisonous,137,flat,shiny,red,f,e,,w,170.4,17.74,s,y,w,u,w,t,g,,Woods,Summer
poisonous,149.2,convex,grooves,red,f,e,,w,180.7,17.02,s,y,w,u,w,t,g,,Woods,Summer
poisonous,120,flat,grooves,red,f,e,,w,159,16.23,s,y,w,u,w,t,g,,Woods,Summer
poisonous,147.5,flat,shiny,red,f,e,,w,167.6,17.24,s,y,w,u,w,t,g,,Woods,Winter
poisonous,166,flat,grooves,red,f,e,,w,184.6,18.38,s,y,w,u,w,t,p,,Woods,Winter
poisonous,117.7,convex,grooves,orange,f,e,,w,169.6,15.57,s,y,w,u,w,t,g,,Woods,Summer
poisonous,163.7,flat,shiny,orange,f,e,,w,182.1,18.8,s,y,w,u,w,t,g,,Woods,Winter
poisonous,138.9,flat,grooves,red,f,e,,w,178.3,17.66,s,y,w,u,w,t,g,,Woods,Winter
poisonous,117.1,flat,shiny,red,f,e,,w,164.7,16.1,s,y,w,u,w,t,g,,Woods,Autumn
poisonous,155,flat,shiny,orange,f,e,,w,179.2,18.09,s,y,w,u,w,t,p,,Woods,Summer
poisonous,159.3,convex,shiny,red,f,e,,w,168.6,16.9,s,y,w,u,w,t,p,,Woods,Summer
poisonous,177.3,flat,shiny,red,f,e,,w,191.9,18.16,s,y,w,u,w,t,p,,Woods,Autumn
poisonous,172.3,flat,shiny,red,f,e,,w,174.5,17.79,s,y,w,u,w,t,g,,Woods,Autumn
poisonous,167.6,flat,grooves,orange,f,e,,w,188.1,18.35,s,y,w,u,w,t,g,,Woods,Summer
poisonous,141.4,convex,grooves,orange,f,e,,w,168.9,17.97,s,y,w,u,w,t,p,,Woods,Winter
poisonous,128.6,convex,grooves,orange,f,e,,w,164,16.98,s,y,w,u,w,t,g,,Woods,Autumn
poisonous,167.9,flat,grooves,orange,f,e,,w,188.1,18.09,s,y,w,u,w,t,g,,Woods,Autumn
poisonous,141.8,flat,shiny,red,f,e,,w,178.7,18.2,s,y,w,u,w,t,p,,Woods,Autumn
poisonous,135.6,convex,shiny,red,f,e,,w,171.4,16.74,s,y,w,u,w,t,g,,Woods,Winter
poisonous,143.2,convex,grooves,red,f,e,,w,164.5,15.77,s,y,w,u,w,t,g,,Woods,Autumn
poisonous,136.4,convex,shiny,red,f,e,,w,167.4,16.93,s,y,w,u,w,t,p,,Woods,Winter
poisonous,134.9,convex,shiny,orange,f,e,,w,167.3,17.51,s,y,w,u,w,t,p,,Woods,Winter
poisonous,147,convex,grooves,red,f,e,,w,168.4,16.67,s,y,w,u,w,t,p,,Woods,Autumn
poisonous,133.3,flat,shiny,orange,f,e,,w,192.5,18.76,s,y,w,u,w,t,p,,Woods,Winter
poisonous,128.7,flat,shiny,red,f,e,,w,165.2,17.5,s,y,w,u,w,t,g,,Woods,Winter
poisonous,143.6,convex,shiny,red,f,e,,w,178.7,17.87,s,y,w,u,w,t,p,,Woods,Summer
poisonous,143.9,flat,grooves,red,f,e,,w,175.5,17.24,s,y,w,u,w,t,g,,Woods,Winter
poisonous,141.7,convex,shiny,red,f,e,,w,174.7,17.07,s,y,w,u,w,t,g,,Woods,Winter
poisonous,164,flat,grooves,orange,f,e,,w,179.2,17.83,s,y,w,u,w,t,g,,Woods,Summer
poisonous,123.1,flat,grooves,red,f,e,,w,170.2,16.01,s,y,w,u,w,t,p,,Woods,Winter
poisonous,147.7,convex,shiny,red,f,e,,w,166.1,17.06,s,y,w,u,w,t,g,,Woods,Winter
poisonous,150.2,flat,shiny,red,f,e,,w,168.9,17.26,s,y,w,u,w,t,p,,Woods,Summer
poisonous,139,convex,shiny,orange,f,e,,w,181,17.7,s,y,w,u,w,t,g,,Woods,Summer
poisonous,171.3,convex,shiny,red,f,e,,w,164.6,16.83,s,y,w,u,w,t,g,,Woods,Summer
poisonous,136.8,flat,grooves,orange,f,e,,w,182.2,17.47,s,y,w,u,w,t,g,,Woods,Autumn
poisonous,150,convex,grooves,red,f,e,,w,181.2,17.13,s,y,w,u,w,t,g,,Woods,Winter
poisonous,135,convex,shiny,red,f,e,,w,155.1,15.17,s,y,w,u,w,t,p,,Woods,Autumn
poisonous,139.4,convex,shiny,red,f,e,,w,176.5,17.49,s,y,w,u,w,t,p,,Woods,Summer
poisonous,146.2,flat,grooves,red,f,e,,w,174.1,17.65,s,y,w,u,w,t,g,,Woods,Summer
poisonous,137.6,flat,grooves,orange,f,e,,w,178.9,17.87,s,y,w,u,w,t,p,,Woods,Winter
poisonous,167.1,convex,shiny,red,f,e,,w,178.7,17.29,s,y,w,u,w,t,g,,Woods,Summer
poisonous,155,convex,grooves,red,f,e,,w,178.3,18.79,s,y,w,u,w,t,g,,Woods,Summer
poisonous,147.7,convex,shiny,red,f,e,,w,167.2,16.51,s,y,w,u,w,t,p,,Woods,Autumn
poisonous,181.4,convex,grooves,orange,f,e,,w,184.9,19.13,s,y,w,u,w,t,p,,Woods,Summer
poisonous,157.8,convex,shiny,orange,f,e,,w,187.1,18.83,s,y,w,u,w,t,g,,Woods,Winter
poisonous,172.5,convex,grooves,orange,f,e,,w,177.1,18.05,s,y,w,u,w,t,p,,Woods,Autumn
poisonous,165.8,flat,shiny,orange,f,e,,w,187.4,18.32,s,y,w,u,w,t,g,,Woods,Winter
poisonous,130.6,convex,grooves,red,f,e,,w,181.8,19.12,s,y,w,u,w,t,p,,Woods,Summer
poisonous,154.8,convex,grooves,orange,f,e,,w,167.9,16.48,s,y,w,u,w,t,g,,Woods,Winter
poisonous,161,flat,grooves,orange,f,e,,w,176.6,17.28,s,y,w,u,w,t,g,,Woods,Winter
poisonous,155.7,convex,grooves,red,f,e,,w,185.1,18.18,s,y,w,u,w,t,p,,Woods,Winter
poisonous,150.2,convex,grooves,orange,f,e,,w,162.7,16.81,s,y,w,u,w,t,g,,Woods,Autumn
poisonous,141.3,convex,shiny,red,f,e,,w,172.8,16.55,s,y,w,u,w,t,g,,Woods,Autumn
poisonous,160.3,flat,grooves,orange,f,e,,w,182.2,18.37,s,y,w,u,w,t,p,,Woods,Winter
poisonous,138.2,convex,shiny,orange,f,e,,w,156.9,15.73,s,y,w,u,w,t,p,,Woods,Autumn
poisonous,158.9,convex,grooves,orange,f,e,,w,178.2,18.03,s,y,w,u,w,t,g,,Woods,Summer
poisonous,150,flat,grooves,orange,f,e,,w,181.4,18.2,s,y,w,u,w,t,p,,Woods,Summer
poisonous,172.2,flat,shiny,red,f,e,,w,182.6,18.23,s,y,w,u,w,t,p,,Woods,Winter
poisonous,167.6,convex,shiny,orange,f,e,,w,167.8,16.07,s,y,w,u,w,t,p,,Woods,Winter
poisonous,169.7,convex,grooves,orange,f,e,,w,173.7,16.59,s,y,w,u,w,t,g,,Woods,Winter
poisonous,178.7,flat,shiny,red,f,e,,w,190.3,18.39,s,y,w,u,w,t,g,,Woods,Summer
poisonous,129.6,flat,shiny,red,f,e,,w,160,16.6,s,y,w,u,w,t,p,,Woods,Autumn
poisonous,155.9,convex,shiny,orange,f,e,,w,187.6,18.58,s,y,w,u,w,t,g,,Woods,Winter
poisonous,143.7,convex,grooves,red,f,e,,w,180.4,17.27,s,y,w,u,w,t,g,,Woods,Winter
poisonous,148,convex,grooves,red,f,e,,w,181.3,17.66,s,y,w,u,w,t,g,,Woods,Winter
poisonous,134.2,flat,grooves,orange,f,e,,w,178.6,17.84,s,y,w,u,w,t,g,,Woods,Winter
poisonous,134.4,flat,grooves,red,f,e,,w,167.4,16.54,s,y,w,u,w,t,p,,Woods,Summer
poisonous,156.4,convex,grooves,orange,f,e,,w,180.5,17.33,s,y,w,u,w,t,p,,Woods,Winter
poisonous,151.6,convex,grooves,orange,f,e,,w,179.4,17.35,s,y,w,u,w,t,g,,Woods,Autumn
poisonous,142.4,flat,shiny,orange,f,e,,w,167,17.07,s,y,w,u,w,t,p,,Woods,Autumn
poisonous,132.7,convex,grooves,red,f,e,,w,175,17.83,s,y,w,u,w,t,p,,Woods,Winter
poisonous,143.3,convex,grooves,orange,f,e,,w,172.7,17.45,s,y,w,u,w,t,g,,Woods,Autumn
poisonous,185.9,convex,grooves,orange,f,e,,w,183,18.82,s,y,w,u,w,t,p,,Woods,Summer
poisonous,169.2,convex,grooves,red,f,e,,w,183.5,18.14,s,y,w,u,w,t,g,,Woods,Autumn
poisonous,146.3,flat,shiny,orange,f,e,,w,166.2,15.93,s,y,w,u,w,t,p,,Woods,Winter
poisonous,147.1,flat,grooves,red,f,e,,w,186.5,17.98,s,y,w,u,w,t,g,,Woods,Winter
poisonous,148.4,convex,grooves,red,f,e,,w,182.3,18.18,s,y,w,u,w,t,g,,Woods,Summer
poisonous,141,flat,grooves,orange,f,e,,w,164.9,17.92,s,y,w,u,w,t,g,,Woods,Summer
poisonous,116.9,flat,grooves,red,f,e,,w,171.8,17.11,s,y,w,u,w,t,p,,Woods,Autumn
poisonous,136.3,flat,grooves,red,f,e,,w,170.4,16.96,s,y,w,u,w,t,p,,Woods,Summer
poisonous,152.9,flat,grooves,red,f,e,,w,177.5,16.37,s,y,w,u,w,t,g,,Woods,Winter
poisonous,155.7,convex,grooves,red,f,e,,w,182.4,18.41,s,y,w,u,w,t,p,,Woods,Autumn
poisonous,175.8,convex,shiny,orange,f,e,,w,168.6,17.49,s,y,w,u,w,t,g,,Woods,Summer
poisonous,154,flat,grooves,red,f,e,,w,169.3,17.25,s,y,w,u,w,t,g,,Woods,Winter
poisonous,136.4,flat,shiny,red,f,e,,w,166.4,17.59,s,y,w,u,w,t,p,,Woods,Summer
poisonous,172.5,convex,shiny,red,f,e,,w,178,17.3,s,y,w,u,w,t,g,,Woods,Summer
poisonous,178.4,flat,shiny,orange,f,e,,w,188.3,18.54,s,y,w,u,w,t,g,,Woods,Winter
poisonous,154.8,convex,shiny,red,f,e,,w,174.1,17.4,s,y,w,u,w,t,p,,Woods,Winter
poisonous,145.7,flat,grooves,orange,f,e,,w,180.8,18.49,s,y,w,u,w,t,g,,Woods,Summer
poisonous,144.5,convex,grooves,red,f,e,,w,176.3,17.66,s,y,w,u,w,t,g,,Woods,Autumn
